time,satellite,observer_location,elevation_deg,azimuth_deg,distance_km,lat_subpoint,lon_subpoint,height_km,x_ecef_km,y_ecef_km,z_ecef_km
2026-01-27 15:42:30,STARLINK-11115 [DTC],恆春半島,11.18,200.18,1265.09,11.95,117.03,361.18,6596.62,-123.81,1369.46
2026-01-27 15:42:30,STARLINK-11147 [DTC],恆春半島,6.79,208.6,1508.32,10.53,114.53,347.86,6603.55,-412.67,1205.15
2026-01-27 15:42:30,STARLINK-11315 [DTC],北海岸,0.64,3.23,2107.02,43.44,122.89,362.45,4896.23,408.74,4599.98
2026-01-27 15:42:30,STARLINK-11346 [DTC],北海岸,2.28,13.34,1943.92,41.46,126.58,364.22,5015.74,745.98,4429.39
2026-01-27 15:42:30,STARLINK-1202,北海岸,1.25,352.08,2569.68,46.76,117.23,551.8,4767.45,-72.2,5013.35
2026-01-27 15:42:30,STARLINK-1215,澎湖,19.62,285.23,1304.5,25.87,108.62,547.91,6157.79,-1027.46,2990.01
2026-01-27 15:42:30,STARLINK-1267,澎湖,10.13,251.95,1795.34,18.28,104.77,545.27,6404.23,-1516.02,2142.92
2026-01-27 15:42:30,STARLINK-1363,澎湖,31.01,300.81,2389418.59,37.49,51.7,2386332.09,763569.11,-1739849.27,1454273.39
2026-01-27 15:42:30,STARLINK-1433,東北角,17.78,47.12,1374.16,32.14,131.41,544.67,5718.86,1349.96,3648.86
2026-01-27 15:42:30,STARLINK-1531,恆春半島,30.22,209.27,865.1,16.48,117.56,476.51,6579.29,-62.01,1916.23
2026-01-27 15:42:30,STARLINK-1568,東北角,1.24,74.66,2227.74,28.56,143.06,422.95,5427.9,2521.98,3219.66
2026-01-27 15:42:30,STARLINK-1585,恆春半島,26.07,139.43,16578.31,-15.48,150.55,13839.92,16430.19,10454.7,-5427.41
2026-01-27 15:42:30,STARLINK-1625,恆春半島,0.23,197.91,28885.09,-51.18,92.19,23254.13,16655.17,-8122.08,-23107.15
2026-01-27 15:42:30,STARLINK-1627,綠島蘭嶼,38.56,118.21,6192.11,9.26,143.91,4947.75,10068.78,4866.29,1789.42
2026-01-27 15:42:30,STARLINK-1641,恆春半島,5.56,169.97,21312.71,-45.29,134.03,16475.9,15426.73,4412.95,-16259.03
2026-01-27 15:42:30,STARLINK-1645,恆春半島,53.37,185.77,60370.88,-11.17,117.53,59228.23,64328.21,-649.82,-12866.58
2026-01-27 15:42:30,STARLINK-1655,綠島蘭嶼,29.32,117.52,3409270.76,-10.51,173.26,3406025.38,1915431.95,2753574.52,-627248.55
2026-01-27 15:42:30,STARLINK-1664,澎湖,24.36,285.48,1129.22,25.59,110.45,542.57,6197.26,-832.17,2956.8
2026-01-27 15:42:30,STARLINK-1677,東北角,33.12,53.2,14795.94,42.41,166.86,12667.4,9307.99,10577.77,12799.8
2026-01-27 15:42:30,STARLINK-2001,北海岸,3.38,350.66,2356.02,44.77,117.06,551.59,4938.34,-89.72,4845.56
2026-01-27 15:42:30,STARLINK-2100,基隆,24.79,22.47,1122.16,32.93,125.58,546.09,5777.2,756.8,3729.51
2026-01-27 15:42:30,STARLINK-2105,北海岸,21.34,11.13,1239.75,34.64,123.74,548.51,5687.2,560.25,3901.95
2026-01-27 15:42:30,STARLINK-2113,北海岸,1.93,334.24,2494.85,43.73,109.01,549.48,4962.11,-791.85,4754.1
2026-01-27 15:42:30,STARLINK-2121,東北角,0.76,88.77,2620.4,23.49,146.34,549.05,5607.2,3007.09,2730.55
2026-01-27 15:42:30,STARLINK-2134,綠島蘭嶼,1.71,105.41,2512.95,15.62,142.76,546.63,6067.11,2782.34,1838.44
2026-01-27 15:42:30,STARLINK-2468,恆春半島,6.47,188.06,2063.57,4.83,118.36,544.81,6899.91,30.86,561.6
2026-01-27 15:42:30,STARLINK-2476,恆春半島,1.44,195.07,2524.46,1.16,115.31,542.74,6911.58,-337.28,121.17
2026-01-27 15:42:30,STARLINK-2481,東北角,2.05,62.12,2481.99,33.15,144.19,548.41,5222.66,2552.69,3754.54
2026-01-27 15:42:30,STARLINK-2663,恆春半島,7.21,140.67,2006.19,8.7,131.37,545.01,6663.88,1570.63,1024.26
2026-01-27 15:42:30,STARLINK-2699,澎湖,8.2,236.24,1931.96,14.05,105.89,545.32,6569.65,-1421.17,1654.37
2026-01-27 15:42:30,STARLINK-30081,北海岸,13.35,1.33,1629.69,38.45,121.89,560.63,5439.31,359.26,4279.86
2026-01-27 15:42:30,STARLINK-30120,澎湖,23.91,242.37,1167.91,19.23,111.28,556.12,6509.02,-778.57,2253.54
2026-01-27 15:42:30,STARLINK-30153,東北角,10.55,55.1,1796.07,32.76,136.36,557.54,5553.08,1829.06,3719.56
2026-01-27 15:42:30,STARLINK-30164,基隆,15.38,19.61,1509.33,36.5,126.76,555.39,5526.53,839.99,4089.18
2026-01-27 15:42:30,STARLINK-30338,東北角,14.73,76.6,1551.01,27.27,135.68,558.55,5889.66,1863.19,3145.83
2026-01-27 15:42:30,STARLINK-30489,澎湖,6.33,297.48,2108.97,30.63,101.44,556.89,5730.31,-1712.66,3499.76
2026-01-27 15:42:30,STARLINK-30515,新竹,20.31,315.85,1298.23,31.85,112.7,558.56,5880.4,-555.06,3626.09
2026-01-27 15:42:30,STARLINK-30554,東北角,6.72,80.93,1866.49,26.46,139.35,473.64,5728.07,2224.38,3021.65
2026-01-27 15:42:30,STARLINK-30566,東北角,0.79,64.09,2543.25,32.64,145.16,520.76,5187.73,2645.46,3687.63
2026-01-27 15:42:30,STARLINK-30576,東北角,1.01,58.61,2618.81,34.76,145.06,559.33,5095.32,2586.72,3921.63
2026-01-27 15:42:30,STARLINK-30617,恆春半島,5.7,184.24,1947.86,5.52,119.55,474.97,6821.05,171.6,637.41
2026-01-27 15:42:30,STARLINK-30700,北海岸,0.35,320.96,2474.31,40.65,104.09,477.83,5064.76,-1261.23,4431.49
2026-01-27 15:42:30,STARLINK-30711,北海岸,3.23,337.23,2178.12,42.0,112.0,477.88,5084.53,-542.0,4552.81
2026-01-27 15:42:30,STARLINK-30716,東北角,5.92,105.85,1932.56,19.62,138.64,474.61,6052.61,2265.26,2271.96
2026-01-27 15:42:30,STARLINK-30765,恆春半島,14.34,145.41,1570.91,11.36,128.05,558.63,6702.89,1174.52,1341.26
2026-01-27 15:42:30,STARLINK-30768,東北角,5.09,92.61,2224.23,22.78,142.23,560.2,5847.82,2616.17,2656.13
2026-01-27 15:42:30,STARLINK-30780,東北角,1.79,84.55,2535.51,25.14,145.68,558.33,5576.7,2908.02,2916.37
2026-01-27 15:42:30,STARLINK-30868,澎湖,9.92,298.92,1638.89,29.57,105.88,475.39,5838.87,-1263.19,3348.42
2026-01-27 15:42:30,STARLINK-30923,澎湖,6.53,302.4,1887.46,31.3,103.91,476.47,5692.14,-1437.24,3527.15
2026-01-27 15:42:30,STARLINK-30934,澎湖,3.74,305.18,2127.97,32.98,102.03,476.14,5539.27,-1593.47,3697.59
2026-01-27 15:42:30,STARLINK-31010,澎湖,3.92,240.85,2323.3,13.11,102.15,558.16,6500.28,-1857.53,1546.93
2026-01-27 15:42:30,STARLINK-31024,新竹,2.87,319.0,2211.67,38.21,105.38,476.96,5271.21,-1187.54,4205.33
2026-01-27 15:42:30,STARLINK-31039,北海岸,0.94,320.49,2409.92,40.14,104.51,477.57,5111.84,-1232.9,4385.04
2026-01-27 15:42:30,STARLINK-31095,澎湖,4.07,264.51,2116.7,20.69,100.48,483.12,6125.93,-1944.62,2394.15
2026-01-27 15:42:30,STARLINK-31127,北海岸,28.04,325.86,912.21,30.74,117.1,476.34,5904.11,-102.73,3469.67
2026-01-27 15:42:30,STARLINK-31338,恆春半島,13.76,204.41,1453.9,11.07,115.79,493.06,6741.85,-272.86,1294.47
2026-01-27 15:42:30,STARLINK-31374,東北角,1.9,83.8,2283.37,25.54,143.54,466.94,5588.28,2654.16,2920.2
2026-01-27 15:42:30,STARLINK-31410,澎湖,18.49,266.15,1193.14,22.59,109.3,472.5,6260.06,-968.15,2600.5
2026-01-27 15:42:30,STARLINK-31510,北海岸,14.75,11.29,1353.16,36.02,124.15,471.26,5525.33,583.95,3992.9
2026-01-27 15:42:30,STARLINK-31587,北海岸,7.09,344.04,1861.01,40.16,115.95,483.73,5258.49,-197.3,4390.13
2026-01-27 15:42:30,STARLINK-31666,北海岸,13.22,352.02,1461.92,37.08,119.43,484.24,5489.71,127.3,4102.8
2026-01-27 15:42:30,STARLINK-31685,北海岸,6.42,340.3,1892.78,40.09,114.57,475.66,5251.66,-323.96,4378.22
2026-01-27 15:42:30,STARLINK-31697,北海岸,13.07,18.26,1427.7,36.31,126.03,466.18,5479.22,761.23,4017.62
2026-01-27 15:42:30,STARLINK-31721,澎湖,6.79,316.96,1876.41,34.57,106.58,480.44,5548.88,-1129.29,3857.55
2026-01-27 15:42:30,STARLINK-31792,東北角,7.85,103.24,1782.81,20.76,137.56,474.95,6050.68,2134.86,2399.97
2026-01-27 15:42:30,STARLINK-31953,恆春半島,8.51,180.33,1744.05,7.35,120.67,479.81,6797.34,304.22,854.57
2026-01-27 15:42:30,STARLINK-31961,恆春半島,11.5,186.55,1551.72,9.2,119.28,480.89,6772.7,139.12,1072.39
2026-01-27 15:42:30,STARLINK-31965,綠島蘭嶼,12.83,130.67,1441.78,14.63,130.73,466.41,6467.92,1448.26,1702.27
2026-01-27 15:42:30,STARLINK-32035,東北角,3.92,70.55,2108.11,29.68,141.44,474.71,5479.4,2360.38,3360.77
2026-01-27 15:42:30,STARLINK-32040,東北角,1.83,78.22,2315.78,27.42,143.85,476.54,5492.4,2644.65,3124.77
2026-01-27 15:42:30,STARLINK-3230,綠島蘭嶼,10.26,103.21,1759.72,18.64,136.38,533.86,6226.54,2054.58,2180.5
2026-01-27 15:42:30,STARLINK-32313,澎湖,5.61,243.09,1958.58,15.35,104.33,474.91,6424.71,-1573.29,1786.55
2026-01-27 15:42:30,STARLINK-32470,綠島蘭嶼,5.16,134.07,1855.73,11.25,132.95,423.62,6452.46,1709.47,1302.43
2026-01-27 15:42:30,STARLINK-32490,恆春半島,3.94,148.36,2003.22,7.19,129.67,438.58,6628.28,1355.57,831.51
2026-01-27 15:42:30,STARLINK-32519,綠島蘭嶼,4.26,134.37,1893.04,10.91,133.15,409.15,6440.06,1730.36,1260.33
2026-01-27 15:42:30,STARLINK-32545,恆春半島,3.11,138.67,2122.15,7.98,132.69,453.3,6550.12,1703.56,925.58
2026-01-27 15:42:30,STARLINK-32734,東北角,6.07,47.28,1892.93,35.17,136.3,464.43,5329.12,1748.48,3907.35
2026-01-27 15:42:30,STARLINK-32810,恆春半島,10.01,150.18,322996.76,-45.82,165.18,317810.8,153268.9,165438.74,-232873.38
2026-01-27 15:42:30,STARLINK-32811,恆春半島,53.78,171.65,255235.75,-13.06,125.7,254037.6,251301.43,33541.07,-59484.23
2026-01-27 15:42:30,STARLINK-32830,恆春半島,14.95,151.19,355283.59,-42.72,159.85,350625.21,195074.94,174655.23,-242663.73
2026-01-27 15:42:30,STARLINK-32922,恆春半島,9.66,150.53,1591.93,10.25,127.35,450.66,6636.27,1079.49,1190.74
2026-01-27 15:42:30,STARLINK-3315,東北角,2.65,79.99,2399.06,26.82,144.46,539.28,5543.08,2742.54,3089.27
2026-01-27 15:42:30,STARLINK-3318,恆春半島,18.82,178.18,1315.42,11.58,121.08,537.96,6770.56,352.37,1362.29
2026-01-27 15:42:30,STARLINK-3326,東北角,8.28,102.78,1909.72,20.57,138.53,538.09,6076.46,2260.72,2400.77
2026-01-27 15:42:30,STARLINK-33534,澎湖,12.77,268.91,1439.26,22.81,106.73,463.6,6192.19,-1244.43,2621.81
2026-01-27 15:42:30,STARLINK-33583,澎湖,12.82,259.67,1426.51,20.97,107.21,459.46,6278.33,-1207.2,2416.76
2026-01-27 15:42:30,STARLINK-33647,恆春半島,42.87,138.78,645.67,18.98,123.51,455.73,6441.44,609.65,2192.57
2026-01-27 15:42:30,STARLINK-33664,恆春半島,4.73,227.48,2037.12,9.85,107.95,476.21,6651.15,-1190.59,1148.13
2026-01-27 15:42:30,STARLINK-33682,澎湖,22.18,316.18,1002.85,29.12,113.39,442.28,5951.25,-489.96,3285.12
2026-01-27 15:42:30,STARLINK-33692,綠島蘭嶼,47.14,85.3,603.11,22.89,125.19,454.42,6256.08,777.18,2626.29
2026-01-27 15:42:30,STARLINK-33699,北海岸,6.58,14.38,1774.97,39.7,126.29,436.3,5207.25,747.29,4317.9
2026-01-27 15:42:30,STARLINK-33789,基隆,16.55,24.26,1250.75,34.28,126.73,462.47,5603.37,849.09,3818.76
2026-01-27 15:42:30,STARLINK-34016,東北角,0.85,101.46,2354.27,19.53,142.99,453.41,5848.57,2710.4,2255.12
2026-01-27 15:42:30,STARLINK-34027,綠島蘭嶼,1.97,120.25,2548.92,10.76,140.27,571.97,6327.22,2576.21,1274.04
2026-01-27 15:42:30,STARLINK-34035,綠島蘭嶼,0.75,128.49,2669.94,7.66,139.13,569.59,6429.68,2471.19,904.5
2026-01-27 15:42:30,STARLINK-34074,北海岸,9.92,331.35,1449.04,35.73,114.36,402.05,5508.14,-359.28,3924.78
2026-01-27 15:42:30,STARLINK-34158,新竹,0.32,319.39,2418.51,39.56,103.61,456.54,5118.99,-1320.47,4318.24
2026-01-27 15:42:30,STARLINK-34289,北海岸,6.02,15.79,1841.09,40.13,126.97,444.22,5171.6,805.41,4362.33
2026-01-27 15:42:30,STARLINK-34330,東北角,7.19,30.93,1768.27,37.5,131.57,451.05,5285.42,1263.26,4122.94
2026-01-27 15:42:30,STARLINK-34361,東北角,32.76,76.56,7828826.78,23.95,-174.54,7825899.7,2763585.65,6606128.05,3172725.56
2026-01-27 15:42:30,STARLINK-34445,東北角,5.84,34.77,8032625.74,51.62,-124.01,8026898.21,-2316894.43,4408498.56,6303210.18
2026-01-27 15:42:30,STARLINK-34471,綠島蘭嶼,2.37,118.47,2192.18,12.87,138.28,451.68,6254.6,2296.38,1496.18
2026-01-27 15:42:30,STARLINK-34557,綠島蘭嶼,2.06,134.85,2225.65,8.68,134.97,453.25,6465.69,1959.79,1007.67
2026-01-27 15:42:30,STARLINK-34561,北海岸,12.1,328.6,1306.86,34.36,114.67,395.99,5597.5,-335.16,3788.49
2026-01-27 15:42:30,STARLINK-34688,澎湖,57.31,243.21,24200.12,10.23,96.11,23390.7,27178.28,-10969.85,5210.27
2026-01-27 15:42:30,STARLINK-34814,北海岸,7.77,342.05,1697.16,38.72,115.92,440.93,5333.42,-203.21,4230.79
2026-01-27 15:42:30,STARLINK-34870,恆春半島,7.54,201.75,1652.02,8.9,115.56,418.01,6710.83,-297.45,1028.14
2026-01-27 15:42:30,STARLINK-34894,澎湖,55.08,268.53,59757278.46,18.33,82.51,59756129.43,46177342.05,-33022266.16,18674583.71
2026-01-27 15:42:30,STARLINK-35038,東北角,73.29,103.27,9048627.18,20.18,139.33,9048358.02,7929969.3,3077541.0,3103631.62
2026-01-27 15:42:30,STARLINK-35040,綠島蘭嶼,31.76,132.93,6835369.21,-19.34,162.73,6832359.58,4586346.96,4533059.35,-2277080.58
2026-01-27 15:42:30,STARLINK-35046,恆春半島,20.6,226.74,68814609.44,-27.58,70.49,68810489.03,41037824.23,-45057524.24,-31960554.88
2026-01-27 15:42:30,STARLINK-35060,東北角,11.1,36.07,502469261.01,53.15,-132.46,502464111.0,-99253622.06,284164473.8,402337978.61
2026-01-27 15:42:30,STARLINK-35086,澎湖,56.25,260.21,13437993.87,14.24,85.2,13436919.26,10948490.66,-7077923.57,3279597.56
2026-01-27 15:42:30,STARLINK-35089,北海岸,60.35,330.78,174204029.79,49.53,99.66,174203196.45,107605981.61,-35774709.03,132250120.92
2026-01-27 15:42:30,STARLINK-35102,恆春半島,15.43,193.0,28609084.73,-50.45,100.85,28604430.41,17342702.66,-5405007.02,-22104167.07
2026-01-27 15:42:30,STARLINK-35167,澎湖,3.85,291.6,965920.08,21.47,24.7,959988.13,-52539.81,-897734.2,353795.3
2026-01-27 15:42:30,STARLINK-35199,澎湖,59.18,272.06,50024.9,21.71,89.85,49219.88,45554.4,-24449.71,20440.7
2026-01-27 15:42:30,STARLINK-35200,恆春半島,17.53,162.32,39238.33,-39.14,141.35,35247.98,29604.49,12744.64,-26328.19
2026-01-27 15:42:30,STARLINK-35231,恆春半島,16.51,191.83,27717604.62,-49.78,103.03,27713064.86,17230882.94,-4656770.97,-21207969.89
2026-01-27 15:42:30,STARLINK-35233,恆春半島,23.3,227.18,49973139.95,-25.5,72.48,49969297.31,31489390.3,-32241374.31,-21598143.94
2026-01-27 15:42:30,STARLINK-35244,恆春半島,37.28,170.12,4896009.11,-29.93,129.81,4893512.07,4151694.12,861291.11,-2455704.69
2026-01-27 15:42:30,STARLINK-35262,東北角,33.73,77.9,27836254.13,23.13,-175.85,27833416.31,10424685.01,23397076.81,10906727.77
2026-01-27 15:42:30,STARLINK-35281,恆春半島,2.55,208.21,23981403.9,-53.08,68.93,23975337.14,9368894.93,-10902531.12,-19195849.44
2026-01-27 15:42:30,STARLINK-35298,綠島蘭嶼,41.56,125.05,28356716.5,-8.11,159.69,28354574.66,20990281.37,18636698.48,-4052798.68
2026-01-27 15:42:30,STARLINK-35302,東北角,9.4,39.27,28762822.81,49.58,-132.38,28757486.16,-6174817.82,17579253.83,21913480.69
2026-01-27 15:42:30,STARLINK-35308,恆春半島,28.9,172.51,28465487.28,-38.58,129.14,28462211.51,21796988.15,4260284.15,-17810149.07
2026-01-27 15:42:30,STARLINK-35314,東北角,23.12,57.81,28560747.96,37.59,-158.84,28556873.58,2781530.43,22467436.7,17416551.64
2026-01-27 15:42:30,STARLINK-35324,東北角,36.28,86.18,28375159.7,17.38,179.43,28372555.0,13016871.46,23761392.78,8445176.62
2026-01-27 15:42:30,STARLINK-35345,東北角,6.69,35.78,27290105.79,51.22,-126.0,27284471.26,-7411616.22,15375610.01,21294325.86
2026-01-27 15:42:30,STARLINK-35349,恆春半島,18.89,188.31,28783181.74,-48.3,108.89,28778894.1,18847831.97,-3065428.32,-21539581.96
2026-01-27 15:42:30,STARLINK-35356,東北角,24.36,59.9,28658746.52,36.05,-160.93,28654998.36,3682950.85,22886567.19,16855711.02
2026-01-27 15:42:30,STARLINK-35392,恆春半島,33.51,166.55,23784994.24,-33.01,134.12,23782154.94,19140192.15,5504402.56,-13009558.08
2026-01-27 15:42:30,STARLINK-35393,東北角,7.09,36.53,28866187.76,50.8,-127.15,28860597.33,-7577951.88,16569188.35,22390582.27
2026-01-27 15:42:30,STARLINK-35396,東北角,29.78,68.64,27341472.9,29.77,-169.4,27338261.39,7173137.5,22638060.95,13557039.41
2026-01-27 15:42:30,STARLINK-35397,東北角,34.09,74.81,23904282.11,25.7,-175.53,23901477.97,8662213.2,19736949.51,10344287.21
2026-01-27 15:42:30,STARLINK-35445,恆春半島,38.96,169.25,79990.9,-24.92,129.49,77781.96,74734.91,15072.96,-35634.02
2026-01-27 15:42:30,STARLINK-35462,澎湖,5.9,314.45,16715.56,48.81,42.71,12116.42,3109.47,-11794.37,13886.17
2026-01-27 15:42:30,STARLINK-35465,新竹,0.23,317.09,16210.62,50.64,35.49,11066.39,1458.1,-10979.89,13460.4
2026-01-27 15:42:30,STARLINK-35475,澎湖,28.18,310.64,45423.76,45.93,55.98,42383.31,15948.2,-29985.33,34973.4
2026-01-27 15:42:30,STARLINK-35489,恆春半島,48.4,198.62,22832.46,-9.39,110.64,21552.7,27312.03,-3582.13,-4617.52
2026-01-27 15:42:30,STARLINK-3578,澎湖,9.16,305.59,1853.21,31.82,104.94,541.5,5739.4,-1340.51,3614.12
2026-01-27 15:42:30,STARLINK-3677,東北角,14.29,95.65,1551.69,23.14,135.58,548.15,6084.65,1913.81,2691.17
2026-01-27 15:42:30,STARLINK-3813,東北角,0.96,68.81,2577.93,30.97,145.88,540.98,5262.5,2766.79,3528.06
2026-01-27 15:42:30,STARLINK-3846,東北角,42.65,40.76,1774561.77,52.26,173.51,1772512.59,621683.5,896363.05,1405150.37
2026-01-27 15:42:30,STARLINK-3855,北海岸,1.33,357.28,2537.18,46.74,120.05,542.43,4760.79,161.52,5004.67
2026-01-27 15:42:30,STARLINK-3861,北海岸,6.47,355.1,2060.77,42.39,119.54,543.28,5129.32,128.46,4630.96
2026-01-27 15:42:30,STARLINK-4018,澎湖,13.88,258.49,1513.24,20.58,106.71,521.28,6340.31,-1276.68,2395.05
2026-01-27 15:42:30,STARLINK-4074,澎湖,17.55,278.52,1375.2,24.74,107.68,539.97,6190.22,-1137.79,2862.76
2026-01-27 15:42:30,STARLINK-4076,澎湖,16.13,233.06,1436.66,16.34,110.02,538.4,6577.72,-934.09,1917.4
2026-01-27 15:42:30,STARLINK-4084,恆春半島,7.31,235.57,1981.29,12.08,106.88,537.75,6637.96,-1316.11,1421.96
2026-01-27 15:42:30,STARLINK-4107,綠島蘭嶼,3.88,100.86,2279.91,17.82,141.29,539.03,6060.14,2593.97,2089.43
2026-01-27 15:42:30,STARLINK-4148,恆春半島,6.89,179.25,2008.87,5.14,120.97,536.45,6879.9,344.0,598.15
2026-01-27 15:42:30,STARLINK-4149,東北角,1.18,91.21,2549.45,22.69,145.52,539.1,5674.53,2940.31,2637.95
2026-01-27 15:42:30,STARLINK-4553,東北角,2.82,34.77,2385.03,40.83,137.02,541.39,4970.9,1699.39,4489.57
2026-01-27 15:42:30,STARLINK-4555,基隆,2.66,19.72,2404.22,44.01,131.1,542.86,4869.57,1120.99,4773.75
2026-01-27 15:42:30,STARLINK-4580,北海岸,0.77,3.37,2601.63,47.29,123.36,544.18,4696.04,431.31,5051.78
2026-01-27 15:42:30,STARLINK-5024,恆春半島,2.27,207.51,170435.1,-52.3,71.9,164454.78,71970.95,-75412.41,-135323.56
2026-01-27 15:42:30,STARLINK-5101,恆春半島,12.02,162.91,1700.33,8.62,124.84,557.56,6813.14,803.99,1015.89
2026-01-27 15:42:30,STARLINK-5107,恆春半島,1.53,192.03,2554.68,0.7,116.35,558.27,6932.82,-212.68,66.58
2026-01-27 15:42:30,STARLINK-5359,東北角,3.24,65.7,2393.9,31.71,143.64,560.08,5339.58,2546.43,3614.13
2026-01-27 15:42:30,STARLINK-5381,綠島蘭嶼,9.44,98.66,1875.04,19.5,137.7,558.5,6167.8,2194.19,2286.45
2026-01-27 15:42:30,STARLINK-5389,東北角,0.06,80.68,2722.73,26.52,147.63,559.04,5412.44,3061.15,3066.03
2026-01-27 15:42:30,STARLINK-5406,綠島蘭嶼,40.7,107.57,814.86,21.02,126.69,558.93,6411.93,966.77,2457.13
2026-01-27 15:42:30,STARLINK-5412,北海岸,6.75,335.43,2029.85,40.38,112.36,539.64,5261.67,-527.88,4446.14
2026-01-27 15:42:30,STARLINK-5417,北海岸,12.56,343.68,1637.71,37.98,116.78,543.95,5471.52,-125.86,4224.96
2026-01-27 15:42:30,STARLINK-5425,綠島蘭嶼,0.17,112.89,2655.68,12.52,142.71,538.55,6143.69,2811.85,1474.9
2026-01-27 15:42:30,STARLINK-5428,綠島蘭嶼,0.72,100.95,2600.39,16.89,144.15,540.02,5954.23,2907.24,1982.73
2026-01-27 15:42:30,STARLINK-5430,北海岸,7.85,16.25,1954.92,40.73,127.42,544.35,5194.71,850.71,4481.82
2026-01-27 15:42:30,STARLINK-5436,綠島蘭嶼,1.09,111.9,2559.47,13.27,142.12,539.72,6155.37,2740.29,1563.18
2026-01-27 15:42:30,STARLINK-5445,綠島蘭嶼,8.75,101.36,1879.92,18.77,137.61,540.23,6181.89,2188.1,2197.68
2026-01-27 15:42:30,STARLINK-5449,東北角,31.5,67.05,934.66,27.43,128.87,534.45,6039.4,1146.41,3151.65
2026-01-27 15:42:30,STARLINK-5450,北海岸,17.47,351.45,1378.86,36.06,119.5,540.56,5607.37,136.36,4037.96
2026-01-27 15:42:30,STARLINK-5451,北海岸,2.55,345.66,2418.36,44.89,114.5,544.4,4914.62,-308.43,4850.37
2026-01-27 15:42:30,STARLINK-5519,東北角,4.67,46.62,2255.75,37.03,139.14,558.56,5185.09,1990.33,4142.97
2026-01-27 15:42:30,STARLINK-5522,東北角,8.87,102.75,1947.62,20.51,138.75,571.98,6099.85,2296.31,2405.56
2026-01-27 15:42:30,STARLINK-5530,北海岸,1.33,3.44,2623.44,47.37,123.41,576.46,4710.53,436.37,5081.99
2026-01-27 15:42:30,STARLINK-5554,東北角,2.37,95.57,2492.58,21.27,144.52,564.86,5803.57,2879.33,2488.86
2026-01-27 15:42:30,STARLINK-5561,東北角,3.59,86.28,2372.05,24.67,143.98,564.58,5687.2,2754.76,2866.55
2026-01-27 15:42:30,STARLINK-5570,綠島蘭嶼,2.54,112.19,2487.34,13.54,141.38,570.22,6210.56,2669.84,1601.39
2026-01-27 15:42:30,STARLINK-5580,恆春半島,8.43,220.81,1981.15,9.23,109.99,573.43,6796.27,-968.27,1090.8
2026-01-27 15:42:30,STARLINK-5598,北海岸,3.87,328.6,2367.76,41.58,107.83,574.68,5136.54,-928.68,4578.73
2026-01-27 15:42:30,STARLINK-5624,北海岸,16.94,319.95,1472.33,33.9,112.47,573.41,5757.18,-566.79,3842.62
2026-01-27 15:42:30,STARLINK-5712,新竹,19.49,314.97,1331.64,31.94,112.3,558.95,5870.87,-595.74,3635.74
2026-01-27 15:42:30,STARLINK-5736,東北角,13.86,84.62,1596.02,25.53,136.26,557.64,5957.95,1951.6,2957.1
2026-01-27 15:42:30,STARLINK-5742,北海岸,8.79,326.25,1924.55,38.05,110.36,560.41,5431.28,-736.78,4241.42
2026-01-27 15:42:30,STARLINK-5754,東北角,12.21,87.18,1692.52,24.9,137.22,557.89,5955.03,2061.21,2888.82
2026-01-27 15:42:30,STARLINK-5846,北海岸,3.08,6.67,2444.87,45.64,124.84,575.8,4848.45,570.98,4936.85
2026-01-27 15:42:30,STARLINK-5880,北海岸,7.21,352.22,2045.06,42.07,118.45,560.98,5169.87,31.09,4614.14
2026-01-27 15:42:30,STARLINK-5893,恆春半島,7.38,150.1,2063.64,6.89,129.25,574.53,6774.7,1334.26,811.53
2026-01-27 15:42:30,STARLINK-5911,東北角,9.53,67.7,1907.19,30.02,138.79,574.98,5645.75,2128.16,3445.06
2026-01-27 15:42:30,STARLINK-5981,東北角,0.5,38.08,2690.67,41.82,140.67,566.92,4797.87,1989.26,4596.27
2026-01-27 15:42:30,STARLINK-6233,基隆,8.64,18.48,1935.81,40.22,128.31,560.76,5232.48,939.93,4445.54
2026-01-27 15:42:30,STARLINK-6240,澎湖,15.98,278.82,1489.84,24.86,106.59,559.63,6179.13,-1256.67,2884.39
2026-01-27 15:43:30,STARLINK-11115 [DTC],恆春半島,20.55,191.77,883.3,15.05,119.27,361.2,6511.86,160.42,1723.18
2026-01-27 15:43:30,STARLINK-11147 [DTC],恆春半島,13.82,205.35,1098.44,13.66,116.74,347.83,6539.56,-126.59,1562.31
2026-01-27 15:43:30,STARLINK-11315 [DTC],北海岸,2.5,14.54,1915.93,41.13,126.92,361.97,5031.62,801.47,4398.35
2026-01-27 15:43:30,STARLINK-11346 [DTC],基隆,3.58,25.63,1819.93,39.02,130.36,363.75,5130.92,1135.52,4209.94
2026-01-27 15:43:30,STARLINK-1202,北海岸,3.68,0.26,2326.19,44.84,121.62,551.43,4923.24,323.63,4850.69
2026-01-27 15:43:30,STARLINK-1215,澎湖,27.18,267.74,1058.23,23.03,111.1,547.63,6339.4,-750.1,2677.8
2026-01-27 15:43:30,STARLINK-1234,東北角,27.6,99.33,3197679.77,3.81,-176.88,3194261.94,1336721.39,2900623.54,208938.59
2026-01-27 15:43:30,STARLINK-1267,澎湖,15.75,260.91,1470.8,21.2,107.08,545.49,6350.12,-1207.13,2473.25
