time,satellite,elevation_deg,azimuth_deg,distance_km,lat_subpoint,lon_subpoint,height_km
2025-10-28 13:50:26,STARLINK-1036,3.38,311.8,2351.37,36.89,102.58,548.91
2025-10-28 13:51:26,STARLINK-1036,7.94,309.24,1959.81,34.34,105.75,548.42
2025-10-28 13:52:26,STARLINK-1036,13.77,305.25,1578.98,31.7,108.71,547.96
2025-10-28 13:53:26,STARLINK-1036,21.83,298.31,1221.17,28.98,111.5,547.54
2025-10-28 13:54:26,STARLINK-1036,33.45,284.15,916.02,26.2,114.12,547.16
2025-10-28 13:55:26,STARLINK-1036,45.97,251.05,734.33,23.36,116.62,546.84
2025-10-28 13:56:26,STARLINK-1036,42.83,203.32,769.95,20.47,119.0,546.59
2025-10-28 13:57:26,STARLINK-1036,29.43,177.67,999.75,17.55,121.28,546.42
2025-10-28 13:58:26,STARLINK-1036,18.99,166.47,1325.72,14.59,123.48,546.33
2025-10-28 13:59:26,STARLINK-1036,11.74,160.64,1692.25,11.6,125.61,546.34
2025-10-28 14:00:26,STARLINK-1036,6.36,157.12,2076.88,8.6,127.7,546.44
2025-10-28 14:01:26,STARLINK-1036,2.08,154.78,2469.95,5.58,129.75,546.65
2025-10-28 14:09:26,STARLINK-1039,3.7,331.74,2265.22,41.21,109.1,527.75
2025-10-28 14:10:26,STARLINK-1039,8.27,335.47,1881.48,38.85,112.72,527.2
2025-10-28 14:11:26,STARLINK-1039,14.1,341.15,1512.58,36.37,116.08,526.67
2025-10-28 14:12:26,STARLINK-1039,21.96,350.76,1174.89,33.79,119.22,526.16
2025-10-28 14:13:26,STARLINK-1039,32.19,9.25,906.26,31.12,122.16,525.71
2025-10-28 14:14:26,STARLINK-1039,39.56,44.04,783.12,28.37,124.93,525.3
2025-10-28 14:15:26,STARLINK-1039,34.05,81.39,870.27,25.56,127.54,524.97
2025-10-28 14:16:26,STARLINK-1039,23.59,102.36,1119.5,22.69,130.02,524.71
2025-10-28 14:17:26,STARLINK-1039,15.27,113.04,1448.88,19.78,132.39,524.55
2025-10-28 14:18:26,STARLINK-1039,9.12,119.18,1814.41,16.83,134.66,524.48
2025-10-28 14:19:26,STARLINK-1039,4.36,123.12,2197.09,13.85,136.86,524.51
2025-10-28 14:20:26,STARLINK-1039,0.45,125.86,2588.17,10.85,138.99,524.66
2025-10-28 13:14:26,STARLINK-1043,2.85,78.66,2400.84,27.1,143.37,547.51
2025-10-28 13:15:26,STARLINK-1043,0.27,86.05,2669.26,24.27,145.9,547.18
2025-10-28 14:44:26,STARLINK-1043,0.1,320.76,2691.78,41.33,101.89,550.04
2025-10-28 14:45:26,STARLINK-1043,4.05,320.99,2289.19,38.99,105.51,549.55
2025-10-28 14:46:26,STARLINK-1043,8.91,321.25,1888.81,36.53,108.87,549.06
2025-10-28 14:47:26,STARLINK-1043,15.39,321.57,1494.71,33.97,112.01,548.58
2025-10-28 14:48:26,STARLINK-1043,25.12,322.03,1116.03,31.32,114.94,548.13
2025-10-28 14:49:26,STARLINK-1043,42.29,322.99,778.31,28.59,117.71,547.72
2025-10-28 14:50:26,STARLINK-1043,75.65,329.21,563.53,25.8,120.31,547.35
2025-10-28 14:51:26,STARLINK-1043,60.97,137.54,618.19,22.95,122.79,547.04
2025-10-28 14:52:26,STARLINK-1043,34.58,139.85,894.07,20.06,125.15,546.8
2025-10-28 14:53:26,STARLINK-1043,20.91,140.51,1252.03,17.13,127.42,546.64
2025-10-28 14:54:26,STARLINK-1043,12.66,140.85,1638.22,14.16,129.61,546.57
2025-10-28 14:55:26,STARLINK-1043,6.89,141.08,2035.54,11.18,131.74,546.59
2025-10-28 14:56:26,STARLINK-1043,2.42,141.24,2437.37,8.17,133.82,546.7
2025-10-28 13:28:26,STARLINK-1046,1.8,345.19,2511.09,45.21,113.43,550.9
2025-10-28 13:29:26,STARLINK-1046,4.98,352.13,2205.63,43.14,117.56,550.44
2025-10-28 13:30:26,STARLINK-1046,8.27,1.19,1936.68,40.91,121.4,549.95
2025-10-28 13:31:26,STARLINK-1046,11.37,12.95,1722.86,38.55,124.97,549.46
2025-10-28 13:32:26,STARLINK-1046,13.64,27.58,1587.76,36.07,128.29,548.97
2025-10-28 13:33:26,STARLINK-1046,14.27,44.02,1552.79,33.49,131.39,548.5
2025-10-28 13:34:26,STARLINK-1046,12.97,60.04,1624.73,30.82,134.29,548.05
2025-10-28 13:35:26,STARLINK-1046,10.29,73.7,1790.63,28.08,137.02,547.64
2025-10-28 13:36:26,STARLINK-1046,7.05,84.43,2027.13,25.28,139.61,547.28
2025-10-28 13:37:26,STARLINK-1046,3.76,92.64,2311.99,22.42,142.06,546.98
2025-10-28 13:38:26,STARLINK-1046,0.62,98.94,2628.72,19.52,144.4,546.76
2025-10-28 15:07:26,STARLINK-1046,2.84,312.72,2404.62,37.42,102.29,549.23
2025-10-28 15:08:26,STARLINK-1046,7.29,310.49,2010.81,34.89,105.5,548.75
2025-10-28 15:09:26,STARLINK-1046,12.95,307.02,1626.03,32.27,108.51,548.28
2025-10-28 15:10:26,STARLINK-1046,20.75,301.06,1260.78,29.56,111.33,547.85
2025-10-28 15:11:26,STARLINK-1046,32.24,288.99,940.41,26.79,113.99,547.47
2025-10-28 15:12:26,STARLINK-1046,46.53,259.35,728.83,23.96,116.51,547.13
2025-10-28 15:13:26,STARLINK-1046,46.48,207.61,728.94,21.09,118.91,546.87
2025-10-28 13:14:26,STARLINK-1063,7.62,11.94,1985.82,40.94,125.43,549.97
2025-10-28 13:15:26,STARLINK-1063,9.39,24.44,1854.78,38.58,129.0,549.48
2025-10-28 13:16:26,STARLINK-1063,10.06,38.26,1808.04,36.1,132.32,548.99
2025-10-28 13:17:26,STARLINK-1063,9.41,52.11,1852.34,33.52,135.42,548.52
2025-10-28 13:18:26,STARLINK-1063,7.65,64.66,1981.56,30.85,138.32,548.07
2025-10-28 13:19:26,STARLINK-1063,5.23,75.21,2180.33,28.11,141.06,547.66
2025-10-28 13:20:26,STARLINK-1063,2.54,83.76,2431.1,25.31,143.64,547.3
2025-10-28 14:50:26,STARLINK-1063,1.66,319.01,2524.12,39.86,102.86,549.75
2025-10-28 14:51:26,STARLINK-1063,5.93,318.7,2122.17,37.44,106.31,549.25
2025-10-28 14:52:26,STARLINK-1063,11.34,318.15,1723.96,34.91,109.53,548.77
2025-10-28 14:53:26,STARLINK-1063,18.87,317.14,1335.21,32.29,112.54,548.3
2025-10-28 14:54:26,STARLINK-1063,30.87,314.95,969.86,29.59,115.36,547.87
2025-10-28 14:55:26,STARLINK-1063,53.08,307.77,670.12,26.82,118.02,547.48
2025-10-28 14:56:26,STARLINK-1063,78.82,205.94,556.88,23.99,120.54,547.15
2025-10-28 14:57:26,STARLINK-1063,46.95,153.23,724.14,21.11,122.94,546.88
2025-10-28 14:58:26,STARLINK-1063,27.63,147.99,1044.52,18.2,125.25,546.69
2025-10-28 14:59:26,STARLINK-1063,16.91,146.13,1416.96,15.25,127.46,546.58
2025-10-28 15:00:26,STARLINK-1063,9.96,145.19,1808.59,12.27,129.61,546.56
2025-10-28 15:01:26,STARLINK-1063,4.85,144.64,2208.06,9.27,131.71,546.64
2025-10-28 15:02:26,STARLINK-1063,0.75,144.27,2610.53,6.25,133.76,546.82
2025-10-28 14:34:26,STARLINK-1067,3.52,324.93,2338.83,40.24,106.3,549.87
2025-10-28 14:35:26,STARLINK-1067,8.2,326.44,1941.24,37.84,109.79,549.37
2025-10-28 14:36:26,STARLINK-1067,14.32,328.71,1550.54,35.33,113.04,548.89
2025-10-28 14:37:26,STARLINK-1067,23.2,332.62,1176.04,32.72,116.08,548.42
2025-10-28 14:38:26,STARLINK-1067,37.76,341.31,842.25,30.03,118.93,547.98
2025-10-28 14:39:26,STARLINK-1067,60.51,13.16,621.28,27.27,121.62,547.59
2025-10-28 14:40:26,STARLINK-1067,56.74,96.1,643.69,24.45,124.16,547.24
2025-10-28 14:41:26,STARLINK-1067,34.75,120.68,891.34,21.58,126.58,546.97
2025-10-28 14:42:26,STARLINK-1067,21.39,128.08,1234.92,18.67,128.9,546.76
2025-10-28 14:43:26,STARLINK-1067,13.1,131.57,1613.44,15.73,131.13,546.64
2025-10-28 14:44:26,STARLINK-1067,7.27,133.61,2006.17,12.75,133.29,546.61
2025-10-28 14:45:26,STARLINK-1067,2.75,134.97,2405.01,9.76,135.39,546.67
2025-10-28 14:22:26,STARLINK-1068,2.12,299.16,2473.5,33.38,99.08,547.64
2025-10-28 14:23:26,STARLINK-1068,5.82,293.57,2127.39,30.71,101.97,547.18
2025-10-28 14:24:26,STARLINK-1068,9.98,285.75,1809.3,27.97,104.7,546.77
2025-10-28 14:25:26,STARLINK-1068,14.47,274.55,1538.28,25.16,107.27,546.41
2025-10-28 14:26:26,STARLINK-1068,18.56,258.74,1344.39,22.3,109.72,546.11
2025-10-28 14:27:26,STARLINK-1068,20.55,238.67,1264.4,19.4,112.06,545.88
2025-10-28 14:28:26,STARLINK-1068,19.12,218.13,1319.38,16.46,114.31,545.74
2025-10-28 14:29:26,STARLINK-1068,15.26,201.4,1494.19,13.49,116.49,545.68
2025-10-28 14:30:26,STARLINK-1068,10.76,189.39,1752.67,10.5,118.61,545.72
2025-10-28 14:31:26,STARLINK-1068,6.51,180.98,2062.69,7.49,120.68,545.86
2025-10-28 14:32:26,STARLINK-1068,2.72,174.97,2403.32,4.47,122.72,546.1
2025-10-28 13:31:26,STARLINK-1123,1.37,219.72,2547.36,7.57,107.26,547.5
2025-10-28 13:32:26,STARLINK-1123,5.59,220.05,2145.19,10.57,109.33,547.35
2025-10-28 13:33:26,STARLINK-1123,10.92,220.52,1746.49,13.56,111.45,547.3
2025-10-28 13:34:26,STARLINK-1123,18.31,221.25,1356.65,16.53,113.62,547.33
2025-10-28 13:35:26,STARLINK-1123,29.99,222.66,988.66,19.47,115.87,547.45
2025-10-28 13:36:26,STARLINK-1123,51.68,226.77,681.54,22.37,118.22,547.65
2025-10-28 13:37:26,STARLINK-1123,83.65,327.0,551.02,25.22,120.67,547.91
2025-10-28 13:38:26,STARLINK-1123,49.21,31.9,703.85,28.03,123.25,548.23
2025-10-28 13:39:26,STARLINK-1123,28.77,35.55,1019.3,30.77,125.97,548.6
2025-10-28 13:40:26,STARLINK-1123,17.62,36.9,1389.98,33.44,128.87,549.01
2025-10-28 13:41:26,STARLINK-1123,10.48,37.66,1780.71,36.02,131.97,549.44
2025-10-28 13:42:26,STARLINK-1123,5.28,38.19,2179.56,38.5,135.28,549.88
2025-10-28 13:43:26,STARLINK-1123,1.12,38.6,2581.54,40.87,138.84,550.33
2025-10-28 15:13:26,STARLINK-1123,1.91,279.74,2496.74,26.53,97.6,548.06
2025-10-28 14:08:26,STARLINK-1107,1.06,329.74,2074.38,39.87,109.34,366.09
2025-10-28 14:09:26,STARLINK-1107,5.4,333.17,1668.06,37.35,112.94,365.32
2025-10-28 14:10:26,STARLINK-1107,11.2,338.76,1273.33,34.72,116.29,364.55
2025-10-28 14:11:26,STARLINK-1107,19.9,349.54,908.44,31.98,119.42,363.81
2025-10-28 14:12:26,STARLINK-1107,32.85,15.47,630.76,29.16,122.34,363.1
2025-10-28 14:13:26,STARLINK-1107,36.31,67.79,584.22,26.26,125.1,362.45
2025-10-28 14:14:26,STARLINK-1107,23.32,102.17,810.03,23.31,127.71,361.85
2025-10-28 14:15:26,STARLINK-1107,13.3,115.87,1158.13,20.3,130.2,361.34
2025-10-28 14:16:26,STARLINK-1107,6.8,122.5,1547.23,17.25,132.58,360.92
2025-10-28 14:17:26,STARLINK-1107,2.1,126.36,1951.87,14.17,134.88,360.59
2025-10-28 14:31:26,STARLINK-1190,0.53,314.37,1924.62,35.82,106.27,301.5
2025-10-28 14:32:26,STARLINK-1190,4.98,312.11,1503.24,33.08,109.53,300.8
2025-10-28 14:33:26,STARLINK-1190,11.32,307.94,1089.78,30.25,112.58,300.15
2025-10-28 14:34:26,STARLINK-1190,22.44,298.08,701.94,27.33,115.44,299.54
2025-10-28 14:35:26,STARLINK-1190,43.78,260.83,422.11,24.35,118.14,299.0
2025-10-28 14:36:26,STARLINK-1190,35.29,184.15,495.4,21.32,120.7,298.53
2025-10-28 14:37:26,STARLINK-1190,17.5,162.32,833.16,18.24,123.15,298.15
2025-10-28 14:38:26,STARLINK-1190,8.62,155.29,1233.83,15.12,125.51,297.87
2025-10-28 14:39:26,STARLINK-1190,3.13,151.95,1651.11,11.97,127.79,297.71
2025-10-28 14:23:26,STARLINK-1152,0.85,331.22,2456.1,42.61,107.47,491.56
2025-10-28 14:24:26,STARLINK-1152,4.82,334.66,2067.73,40.31,111.29,490.85
2025-10-28 14:25:26,STARLINK-1152,9.68,339.65,1690.55,37.89,114.84,490.17
2025-10-28 14:26:26,STARLINK-1152,15.97,347.56,1336.4,35.34,118.14,489.5
2025-10-28 14:27:26,STARLINK-1152,24.26,1.56,1031.6,32.7,121.22,488.88
2025-10-28 14:28:26,STARLINK-1152,32.83,27.76,834.27,29.97,124.11,488.31
2025-10-28 14:29:26,STARLINK-1152,33.23,64.59,826.54,27.17,126.83,487.81
2025-10-28 14:30:26,STARLINK-1152,24.84,91.83,1012.96,24.32,129.41,487.39
2025-10-28 14:31:26,STARLINK-1152,16.39,106.44,1312.88,21.4,131.86,487.05
2025-10-28 14:32:26,STARLINK-1152,9.95,114.61,1665.31,18.45,134.2,486.81
2025-10-28 14:33:26,STARLINK-1152,5.0,119.68,2042.28,15.46,136.46,486.69
2025-10-28 14:34:26,STARLINK-1152,0.97,123.13,2431.26,12.44,138.65,486.68
2025-10-28 14:30:26,STARLINK-1143,0.64,197.17,2327.95,5.51,115.16,437.78
2025-10-28 14:31:26,STARLINK-1143,4.61,193.03,1940.64,8.61,117.26,437.53
2025-10-28 14:32:26,STARLINK-1143,9.47,186.77,1569.7,11.68,119.4,437.41
2025-10-28 14:33:26,STARLINK-1143,15.67,176.5,1232.39,14.74,121.6,437.4
2025-10-28 14:34:26,STARLINK-1143,23.08,158.37,966.85,17.77,123.86,437.51
2025-10-28 14:35:26,STARLINK-1143,27.98,128.67,845.43,20.76,126.22,437.73
2025-10-28 14:36:26,STARLINK-1143,24.58,97.15,927.23,23.71,128.67,438.05
2025-10-28 14:37:26,STARLINK-1143,17.21,76.75,1170.23,26.62,131.25,438.46
2025-10-28 14:38:26,STARLINK-1143,10.71,65.28,1497.25,29.46,133.97,438.94
2025-10-28 14:39:26,STARLINK-1143,5.61,58.45,1863.66,32.23,136.86,439.49
2025-10-28 14:40:26,STARLINK-1143,1.49,54.04,2249.16,34.92,139.95,440.09
2025-10-28 14:12:26,STARLINK-1234,0.69,200.94,1952.12,8.77,114.92,315.7
2025-10-28 14:13:26,STARLINK-1234,5.0,196.55,1547.02,11.93,117.13,315.61
2025-10-28 14:14:26,STARLINK-1234,10.81,188.98,1159.89,15.06,119.39,315.63
2025-10-28 14:15:26,STARLINK-1234,19.28,173.69,819.7,18.17,121.74,315.74
2025-10-28 14:16:26,STARLINK-1234,28.67,139.63,613.32,21.24,124.17,315.94
2025-10-28 14:17:26,STARLINK-1234,25.14,94.67,677.92,24.26,126.72,316.22
2025-10-28 14:18:26,STARLINK-1234,15.23,70.5,960.15,27.23,129.4,316.57
2025-10-28 14:19:26,STARLINK-1234,8.09,59.53,1327.08,30.13,132.24,316.97
2025-10-28 14:20:26,STARLINK-1234,3.06,53.72,1724.45,32.96,135.26,317.41
2025-10-28 14:04:26,STARLINK-1212,0.69,193.05,2617.58,2.98,116.07,547.86
2025-10-28 14:05:26,STARLINK-1212,4.39,188.86,2249.3,6.0,118.1,547.55
2025-10-28 14:06:26,STARLINK-1212,8.7,183.0,1897.76,9.02,120.15,547.34
2025-10-28 14:07:26,STARLINK-1212,13.76,174.38,1576.22,12.02,122.24,547.23
2025-10-28 14:08:26,STARLINK-1212,19.45,161.18,1308.86,15.0,124.38,547.21
2025-10-28 14:09:26,STARLINK-1212,24.4,141.39,1136.18,17.95,126.59,547.28
2025-10-28 14:10:26,STARLINK-1212,25.49,116.6,1104.47,20.87,128.89,547.43
2025-10-28 14:11:26,STARLINK-1212,21.73,94.19,1224.97,23.75,131.28,547.66
2025-10-28 14:12:26,STARLINK-1212,16.08,78.51,1460.19,26.58,133.79,547.95
2025-10-28 14:13:26,STARLINK-1212,10.71,68.33,1764.19,29.36,136.44,548.29
2025-10-28 14:14:26,STARLINK-1212,6.11,61.58,2106.53,32.07,139.24,548.67
2025-10-28 14:15:26,STARLINK-1212,2.18,56.88,2470.3,34.7,142.23,549.09
2025-10-28 14:37:26,STARLINK-1215,1.54,212.65,2529.1,6.3,109.54,547.83
2025-10-28 14:38:26,STARLINK-1215,5.79,211.71,2128.35,9.31,111.6,547.64
2025-10-28 14:39:26,STARLINK-1215,11.15,210.3,1731.93,12.31,113.69,547.54
2025-10-28 14:40:26,STARLINK-1215,18.56,207.91,1346.0,15.29,115.84,547.54
2025-10-28 14:41:26,STARLINK-1215,30.14,203.08,985.48,18.24,118.06,547.62
2025-10-28 14:42:26,STARLINK-1215,50.26,188.91,693.76,21.15,120.36,547.78
2025-10-28 14:43:26,STARLINK-1215,68.17,114.74,586.65,24.03,122.76,548.02
2025-10-28 14:44:26,STARLINK-1215,44.86,61.29,748.52,26.86,125.29,548.31
2025-10-28 14:45:26,STARLINK-1215,27.08,50.71,1062.45,29.63,127.95,548.66
2025-10-28 14:46:26,STARLINK-1215,16.73,46.71,1430.89,32.33,130.77,549.04
2025-10-28 14:47:26,STARLINK-1215,9.9,44.67,1820.01,34.95,133.78,549.46
2025-10-28 14:48:26,STARLINK-1215,4.85,43.46,2217.82,37.47,137.0,549.89
2025-10-28 14:49:26,STARLINK-1215,0.78,42.68,2619.12,39.89,140.45,550.33
2025-10-28 14:32:26,STARLINK-1226,2.78,209.28,2403.17,6.73,111.14,547.74
2025-10-28 14:33:26,STARLINK-1226,7.29,207.62,2005.83,9.75,113.2,547.56
2025-10-28 14:34:26,STARLINK-1226,13.08,205.06,1615.53,12.74,115.31,547.47
2025-10-28 14:35:26,STARLINK-1226,21.24,200.63,1241.25,15.72,117.47,547.48
2025-10-28 14:36:26,STARLINK-1226,34.02,191.23,905.57,18.66,119.69,547.58
2025-10-28 14:37:26,STARLINK-1226,52.93,163.22,671.58,21.57,122.01,547.75
2025-10-28 14:38:26,STARLINK-1226,54.56,95.73,659.64,24.44,124.43,548.0
2025-10-28 14:39:26,STARLINK-1226,35.57,64.27,878.9,27.26,126.97,548.3
2025-10-28 14:40:26,STARLINK-1226,22.24,54.08,1209.03,30.02,129.65,548.66
2025-10-28 14:41:26,STARLINK-1226,13.77,49.42,1581.21,32.71,132.5,549.05
2025-10-28 14:42:26,STARLINK-1226,7.82,46.81,1970.71,35.32,135.54,549.47
2025-10-28 14:43:26,STARLINK-1226,3.23,45.17,2367.83,37.83,138.79,549.91
2025-10-28 14:26:26,STARLINK-1227,1.36,206.59,2547.58,5.14,111.46,547.84
2025-10-28 14:27:26,STARLINK-1227,5.5,204.58,2152.31,8.16,113.5,547.6
2025-10-28 14:28:26,STARLINK-1227,10.65,201.6,1763.73,11.16,115.58,547.45
2025-10-28 14:29:26,STARLINK-1227,17.54,196.76,1389.72,14.15,117.71,547.4
2025-10-28 14:30:26,STARLINK-1227,27.52,187.66,1048.39,17.11,119.9,547.44
2025-10-28 14:31:26,STARLINK-1227,41.67,166.63,785.88,20.04,122.16,547.56
2025-10-28 14:32:26,STARLINK-1227,49.66,118.98,699.16,22.93,124.53,547.76
2025-10-28 14:33:26,STARLINK-1227,37.63,78.57,844.64,25.78,127.0,548.03
2025-10-28 14:34:26,STARLINK-1227,24.48,62.15,1136.02,28.57,129.61,548.35
2025-10-28 14:35:26,STARLINK-1227,15.51,54.65,1489.29,31.3,132.37,548.71
2025-10-28 14:36:26,STARLINK-1227,9.2,50.52,1868.69,33.96,135.3,549.11
2025-10-28 14:37:26,STARLINK-1227,4.37,47.94,2259.99,36.52,138.44,549.53
2025-10-28 14:38:26,STARLINK-1227,0.42,46.2,2656.73,38.98,141.8,549.97
2025-10-28 13:17:26,STARLINK-1270,1.51,159.07,2532.01,4.51,128.49,548.07
2025-10-28 13:18:26,STARLINK-1270,3.73,150.37,2312.06,7.53,130.53,547.82
2025-10-28 13:19:26,STARLINK-1270,5.57,140.05,2148.19,10.53,132.6,547.67
2025-10-28 13:20:26,STARLINK-1270,6.69,128.35,2054.78,13.52,134.72,547.61
2025-10-28 13:21:26,STARLINK-1270,6.86,116.0,2042.08,16.49,136.89,547.64
2025-10-28 13:22:26,STARLINK-1270,6.03,104.01,2111.77,19.43,139.14,547.76
2025-10-28 13:23:26,STARLINK-1270,4.39,93.23,2256.12,22.33,141.48,547.95
2025-10-28 13:24:26,STARLINK-1270,2.26,84.05,2461.65,25.19,143.93,548.21
2025-10-28 14:54:26,STARLINK-1270,2.52,222.02,2430.29,8.91,107.23,547.74
2025-10-28 14:55:26,STARLINK-1270,7.0,222.8,2029.55,11.91,109.32,547.63
2025-10-28 14:56:26,STARLINK-1270,12.78,223.96,1633.79,14.89,111.46,547.62
2025-10-28 14:57:26,STARLINK-1270,21.02,225.91,1250.07,17.85,113.67,547.69
2025-10-28 14:58:26,STARLINK-1270,34.54,230.04,896.45,20.77,115.96,547.84
2025-10-28 14:59:26,STARLINK-1270,59.33,245.0,628.58,23.65,118.35,548.07
2025-10-28 15:00:26,STARLINK-1270,69.57,356.37,581.95,26.48,120.85,548.36
2025-10-28 15:01:26,STARLINK-1270,40.99,26.29,796.5,29.26,123.49,548.7
2025-10-28 15:02:26,STARLINK-1270,24.65,32.04,1131.82,31.97,126.29,549.08
2025-10-28 15:03:26,STARLINK-1270,15.15,34.5,1508.57,34.6,129.28,549.49
2025-10-28 15:04:26,STARLINK-1270,8.76,35.9,1901.19,37.14,132.47,549.93
2025-10-28 15:05:26,STARLINK-1270,3.95,36.86,2300.39,39.58,135.89,550.37
2025-10-28 15:06:26,STARLINK-1270,0.02,37.57,2701.98,41.88,139.57,550.8
2025-10-28 13:15:26,STARLINK-1360,2.87,219.7,1827.37,12.29,110.75,344.7
2025-10-28 13:16:26,STARLINK-1360,8.09,220.12,1407.15,15.41,113.01,344.5
2025-10-28 13:17:26,STARLINK-1360,16.12,220.88,994.24,18.49,115.35,344.39
2025-10-28 13:18:26,STARLINK-1360,32.31,222.78,607.42,21.54,117.78,344.38
2025-10-28 13:19:26,STARLINK-1360,77.54,246.28,352.31,24.54,120.32,344.44
2025-10-28 13:20:26,STARLINK-1360,41.38,33.84,505.03,27.48,123.0,344.58
2025-10-28 13:21:26,STARLINK-1360,19.71,36.81,872.42,30.36,125.83,344.77
2025-10-28 13:22:26,STARLINK-1360,10.14,37.79,1280.63,33.16,128.85,345.02
2025-10-28 13:23:26,STARLINK-1360,4.31,38.34,1699.36,35.87,132.08,345.3
2025-10-28 13:24:26,STARLINK-1360,0.04,38.73,2121.07,38.47,135.55,345.6
2025-10-28 14:52:26,STARLINK-1360,0.56,288.78,2063.5,29.29,101.52,344.65
2025-10-28 14:53:26,STARLINK-1360,2.36,300.45,1879.05,32.12,104.47,344.88
2025-10-28 14:54:26,STARLINK-1360,3.44,314.04,1776.95,34.87,107.62,345.14
2025-10-28 14:55:26,STARLINK-1360,3.5,328.47,1771.79,37.51,111.0,345.44
2025-10-28 14:56:26,STARLINK-1360,2.51,342.21,1864.25,40.03,114.63,345.75
2025-10-28 14:57:26,STARLINK-1360,0.78,354.11,2040.61,42.41,118.56,346.06
2025-10-28 13:29:26,STARLINK-1398,3.14,188.14,2008.23,7.69,118.55,414.31
2025-10-28 13:30:26,STARLINK-1398,7.42,181.12,1650.13,10.79,120.69,414.16
2025-10-28 13:31:26,STARLINK-1398,12.5,170.23,1330.81,13.86,122.89,414.13
2025-10-28 13:32:26,STARLINK-1398,17.93,152.79,1087.11,16.91,125.14,414.19
2025-10-28 13:33:26,STARLINK-1398,21.11,127.52,978.79,19.93,127.48,414.34
2025-10-28 13:34:26,STARLINK-1398,19.01,101.08,1049.27,22.91,129.92,414.59
2025-10-28 13:35:26,STARLINK-1398,13.78,81.85,1268.97,25.84,132.47,414.9
2025-10-28 13:36:26,STARLINK-1398,8.54,69.79,1576.08,28.72,135.17,415.28
2025-10-28 13:37:26,STARLINK-1398,4.09,62.14,1928.41,31.52,138.03,415.71
2025-10-28 13:38:26,STARLINK-1398,0.33,57.02,2304.2,34.24,141.08,416.18
2025-10-28 15:05:26,STARLINK-1398,1.01,251.3,2225.06,17.48,101.99,414.15
2025-10-28 15:06:26,STARLINK-1398,4.72,257.72,1869.57,20.49,104.35,414.32
2025-10-28 15:07:26,STARLINK-1398,8.96,267.06,1546.19,23.46,106.81,414.58
2025-10-28 15:08:26,STARLINK-1398,13.53,281.06,1281.18,26.38,109.39,414.91
2025-10-28 15:09:26,STARLINK-1398,17.21,301.24,1118.15,29.25,112.11,415.3
2025-10-28 15:10:26,STARLINK-1398,17.59,325.31,1103.82,32.04,115.01,415.74
2025-10-28 15:11:26,STARLINK-1398,14.35,346.53,1243.24,34.74,118.09,416.21
2025-10-28 15:12:26,STARLINK-1398,9.82,1.58,1493.35,37.35,121.4,416.71
2025-10-28 15:13:26,STARLINK-1398,5.51,11.64,1807.9,39.84,124.96,417.22
2025-10-28 13:53:26,STARLINK-1407,1.1,210.52,2275.53,7.62,111.12,436.14
2025-10-28 13:54:26,STARLINK-1407,5.44,208.96,1865.86,10.7,113.25,435.9
2025-10-28 13:55:26,STARLINK-1407,11.14,206.45,1461.84,13.77,115.43,435.79
2025-10-28 13:56:26,STARLINK-1407,19.62,201.79,1072.63,16.81,117.67,435.81
2025-10-28 13:57:26,STARLINK-1407,34.36,190.46,725.46,19.81,120.0,435.95
2025-10-28 13:58:26,STARLINK-1407,56.36,146.23,516.7,22.78,122.42,436.19
2025-10-28 13:59:26,STARLINK-1407,43.68,75.19,611.35,25.7,124.96,436.54
2025-10-28 14:00:26,STARLINK-1407,24.78,56.37,919.86,28.57,127.64,436.98
2025-10-28 14:01:26,STARLINK-1407,14.31,49.93,1296.98,31.36,130.47,437.5
2025-10-28 14:02:26,STARLINK-1407,7.7,46.81,1696.54,34.08,133.5,438.09
2025-10-28 14:03:26,STARLINK-1407,2.89,45.0,2104.59,36.7,136.73,438.72
2025-10-28 13:20:26,STARLINK-1480,0.27,357.45,2674.39,47.54,119.52,551.4
2025-10-28 13:21:26,STARLINK-1480,2.07,6.02,2483.04,45.7,124.05,550.97
2025-10-28 13:22:26,STARLINK-1480,3.47,15.8,2344.34,43.68,128.26,550.51
2025-10-28 13:23:26,STARLINK-1480,4.28,26.51,2268.69,41.49,132.18,550.04
2025-10-28 13:24:26,STARLINK-1480,4.33,37.62,2262.84,39.16,135.81,549.54
2025-10-28 13:25:26,STARLINK-1480,3.63,48.45,2327.48,36.71,139.19,549.05
2025-10-28 13:26:26,STARLINK-1480,2.3,58.4,2456.93,34.15,142.34,548.58
2025-10-28 13:27:26,STARLINK-1480,0.54,67.16,2641.35,31.5,145.29,548.12
2025-10-28 14:58:26,STARLINK-1480,1.26,328.8,2566.49,42.68,105.86,550.29
2025-10-28 14:59:26,STARLINK-1480,5.3,331.41,2176.55,40.43,109.64,549.81
2025-10-28 15:00:26,STARLINK-1480,10.27,335.13,1794.4,38.04,113.16,549.32
2025-10-28 15:01:26,STARLINK-1480,16.76,340.93,1428.56,35.54,116.43,548.83
2025-10-28 15:02:26,STARLINK-1480,25.76,351.21,1097.76,32.93,119.48,548.36
2025-10-28 15:03:26,STARLINK-1480,37.49,12.37,846.36,30.25,122.35,547.92
2025-10-28 15:04:26,STARLINK-1480,43.81,52.86,759.46,27.5,125.05,547.52
2025-10-28 15:05:26,STARLINK-1480,35.0,89.74,887.26,24.68,127.6,547.18
