time,satellite,elevation_deg,azimuth_deg,distance_km,lat_subpoint,lon_subpoint,height_km
2025-10-28 14:18:26,STARLINK-2431,14.3,327.58,1551.25,35.19,112.79,548.71
2025-10-28 14:19:26,STARLINK-2431,23.23,330.96,1174.76,32.58,115.82,548.24
2025-10-28 14:20:26,STARLINK-2431,38.05,338.49,837.46,29.89,118.66,547.8
2025-10-28 14:21:26,STARLINK-2431,62.47,8.14,610.81,27.12,121.34,547.4
2025-10-28 14:22:26,STARLINK-2431,58.91,100.04,629.9,24.3,123.88,547.06
2025-10-28 14:23:26,STARLINK-2431,35.44,123.36,878.9,21.43,126.29,546.79
2025-10-28 14:24:26,STARLINK-2431,21.68,129.92,1224.23,18.51,128.6,546.59
2025-10-28 14:25:26,STARLINK-2431,13.25,132.97,1604.01,15.57,130.83,546.47
2025-10-28 14:26:26,STARLINK-2431,7.37,134.75,1997.64,12.59,132.98,546.44
2025-10-28 14:27:26,STARLINK-2431,2.83,135.93,2397.14,9.59,135.08,546.51
2025-10-28 14:30:26,STARLINK-2432,3.25,333.09,2365.65,42.15,108.98,550.4
2025-10-28 14:31:26,STARLINK-2432,7.58,337.12,1989.35,39.86,112.69,549.93
2025-10-28 14:32:26,STARLINK-2432,12.93,343.03,1628.84,37.44,116.14,549.44
2025-10-28 14:33:26,STARLINK-2432,19.78,352.48,1299.5,34.91,119.36,548.97
2025-10-28 14:34:26,STARLINK-2432,28.18,9.01,1033.62,32.29,122.36,548.51
2025-10-28 14:35:26,STARLINK-2432,34.83,37.27,891.61,29.59,125.19,548.09
2025-10-28 14:36:26,STARLINK-2432,32.64,70.56,932.66,26.82,127.85,547.71
2025-10-28 14:37:26,STARLINK-2432,24.39,93.43,1137.12,23.99,130.37,547.39
2025-10-28 14:38:26,STARLINK-2432,16.54,106.28,1436.37,21.11,132.77,547.13
2025-10-28 14:39:26,STARLINK-2432,10.38,113.87,1782.52,18.19,135.07,546.95
2025-10-28 14:40:26,STARLINK-2432,5.52,118.77,2152.1,15.24,137.29,546.85
2025-10-28 14:41:26,STARLINK-2432,1.5,122.18,2533.79,12.26,139.44,546.84
2025-10-28 14:24:26,STARLINK-2433,2.26,334.1,2463.77,43.08,108.72,550.47
2025-10-28 14:25:26,STARLINK-2433,6.3,338.32,2092.27,40.85,112.55,549.98
2025-10-28 14:26:26,STARLINK-2433,11.15,344.35,1736.98,38.48,116.11,549.48
2025-10-28 14:27:26,STARLINK-2433,17.12,353.56,1412.27,36.0,119.42,548.99
2025-10-28 14:28:26,STARLINK-2433,24.13,8.59,1146.39,33.42,122.52,548.51
2025-10-28 14:29:26,STARLINK-2433,29.99,32.6,989.61,30.75,125.42,548.06
2025-10-28 14:30:26,STARLINK-2433,29.7,62.04,995.73,28.0,128.14,547.64
2025-10-28 14:31:26,STARLINK-2433,23.58,85.37,1162.32,25.2,130.72,547.28
2025-10-28 14:32:26,STARLINK-2433,16.58,99.84,1434.14,22.34,133.17,546.98
2025-10-28 14:33:26,STARLINK-2433,10.68,108.72,1762.46,19.44,135.51,546.75
2025-10-28 14:34:26,STARLINK-2433,5.88,114.53,2120.29,16.5,137.76,546.6
2025-10-28 14:35:26,STARLINK-2433,1.88,118.58,2493.92,13.53,139.94,546.54
2025-10-28 13:19:26,STARLINK-2330,0.9,334.45,2604.62,44.21,107.92,550.6
2025-10-28 13:20:26,STARLINK-2330,4.63,338.65,2236.49,42.06,111.9,550.12
2025-10-28 13:21:26,STARLINK-2330,8.98,344.46,1883.79,39.77,115.61,549.63
2025-10-28 13:22:26,STARLINK-2330,14.17,352.98,1559.03,37.34,119.05,549.14
2025-10-28 13:23:26,STARLINK-2330,20.12,6.08,1285.48,34.81,122.26,548.66
2025-10-28 13:24:26,STARLINK-2330,25.56,26.13,1103.51,32.19,125.26,548.19
2025-10-28 13:25:26,STARLINK-2330,27.03,52.02,1062.34,29.48,128.07,547.76
2025-10-28 13:26:26,STARLINK-2330,23.12,75.71,1177.14,26.71,130.73,547.38
2025-10-28 13:27:26,STARLINK-2330,17.1,92.13,1410.09,23.88,133.24,547.05
2025-10-28 13:28:26,STARLINK-2330,11.45,102.67,1713.07,21.0,135.64,546.79
2025-10-28 13:29:26,STARLINK-2330,6.68,109.65,2054.5,18.08,137.94,546.6
2025-10-28 13:30:26,STARLINK-2330,2.65,114.51,2417.16,15.13,140.15,546.49
2025-10-28 14:59:26,STARLINK-2330,2.36,300.02,2451.04,33.6,99.43,548.44
2025-10-28 15:00:26,STARLINK-2330,6.16,294.57,2100.84,30.94,102.34,547.99
2025-10-28 15:01:26,STARLINK-2330,10.48,286.87,1777.6,28.2,105.08,547.58
2025-10-28 15:02:26,STARLINK-2330,15.24,275.66,1500.45,25.4,107.66,547.22
2025-10-28 15:03:26,STARLINK-2330,19.67,259.51,1300.54,22.55,110.12,546.92
2025-10-28 15:04:26,STARLINK-2330,21.89,238.59,1217.36,19.65,112.47,546.69
2025-10-28 15:05:26,STARLINK-2330,20.31,217.13,1274.19,16.71,114.73,546.54
2025-10-28 15:06:26,STARLINK-2330,16.1,199.93,1454.38,13.75,116.91,546.47
2025-10-28 15:07:26,STARLINK-2330,11.31,187.86,1718.9,10.76,119.03,546.51
2025-10-28 15:08:26,STARLINK-2330,6.89,179.55,2034.2,7.75,121.1,546.64
2025-10-28 15:09:26,STARLINK-2330,2.99,173.67,2379.09,4.73,123.14,546.87
2025-10-28 13:14:26,STARLINK-1647,11.66,236.88,1701.52,16.68,108.83,547.52
2025-10-28 13:15:26,STARLINK-1647,18.87,242.57,1334.13,19.62,111.08,547.61
2025-10-28 13:16:26,STARLINK-1647,29.31,253.35,1005.24,22.52,113.43,547.78
2025-10-28 13:17:26,STARLINK-1647,43.16,278.13,768.03,25.37,115.89,548.01
2025-10-28 13:18:26,STARLINK-1647,47.46,326.9,720.76,28.17,118.47,548.3
2025-10-28 13:19:26,STARLINK-1647,34.73,1.94,894.1,30.91,121.21,548.64
2025-10-28 13:20:26,STARLINK-1647,22.65,16.72,1195.13,33.58,124.12,549.01
2025-10-28 13:21:26,STARLINK-1647,14.34,23.96,1550.31,36.15,127.22,549.41
2025-10-28 13:22:26,STARLINK-1647,8.38,28.2,1928.9,38.63,130.55,549.81
2025-10-28 13:23:26,STARLINK-1647,3.75,31.01,2318.29,40.99,134.13,550.22
2025-10-28 14:55:26,STARLINK-1647,1.83,295.39,2506.12,32.16,98.29,548.81
2025-10-28 14:56:26,STARLINK-1647,3.49,304.86,2341.85,34.79,101.29,549.2
2025-10-28 14:57:26,STARLINK-1647,4.61,315.48,2238.52,37.32,104.49,549.6
2025-10-28 14:58:26,STARLINK-1647,4.99,326.79,2204.97,39.74,107.93,550.01
2025-10-28 14:59:26,STARLINK-1647,4.55,338.06,2244.35,42.04,111.63,550.41
2025-10-28 15:00:26,STARLINK-1647,3.39,348.6,2352.73,44.19,115.62,550.8
2025-10-28 15:01:26,STARLINK-1647,1.71,357.97,2520.71,46.17,119.91,551.17
2025-10-28 13:47:26,STARLINK-2613,3.64,192.8,2319.89,5.6,116.7,547.74
2025-10-28 13:48:26,STARLINK-2613,7.93,187.87,1955.18,8.61,118.75,547.53
2025-10-28 13:49:26,STARLINK-2613,13.1,180.58,1613.49,11.62,120.84,547.41
2025-10-28 13:50:26,STARLINK-2613,19.31,169.13,1314.89,14.6,122.97,547.39
2025-10-28 13:51:26,STARLINK-2613,25.74,150.68,1096.98,17.56,125.17,547.45
2025-10-28 13:52:26,STARLINK-2613,28.91,124.4,1014.4,20.48,127.45,547.6
2025-10-28 13:53:26,STARLINK-2613,25.72,98.17,1098.57,23.37,129.83,547.82
2025-10-28 13:54:26,STARLINK-2613,19.3,79.8,1317.74,26.21,132.32,548.11
2025-10-28 13:55:26,STARLINK-2613,13.11,68.43,1617.36,28.99,134.95,548.45
2025-10-28 13:56:26,STARLINK-2613,7.95,61.21,1960.04,31.71,137.73,548.83
2025-10-28 13:57:26,STARLINK-2613,3.66,56.37,2325.81,34.35,140.7,549.25
2025-10-28 13:41:26,STARLINK-2674,1.12,192.08,2572.21,3.31,116.5,548.2
2025-10-28 13:42:26,STARLINK-2674,4.88,187.65,2207.01,6.33,118.53,547.91
2025-10-28 13:43:26,STARLINK-2674,9.24,181.42,1860.34,9.35,120.59,547.72
2025-10-28 13:44:26,STARLINK-2674,14.33,172.23,1546.69,12.34,122.68,547.63
2025-10-28 13:45:26,STARLINK-2674,19.9,158.25,1292.16,15.32,124.83,547.63
2025-10-28 13:46:26,STARLINK-2674,24.35,137.78,1138.6,18.27,127.05,547.72
2025-10-28 13:47:26,STARLINK-2674,24.69,113.29,1128.86,21.19,129.36,547.88
2025-10-28 13:48:26,STARLINK-2674,20.62,92.03,1266.41,24.06,131.76,548.12
2025-10-28 13:49:26,STARLINK-2674,15.07,77.29,1511.21,26.89,134.28,548.42
2025-10-28 13:50:26,STARLINK-2674,9.9,67.66,1819.82,29.66,136.95,548.76
2025-10-28 13:51:26,STARLINK-2674,5.45,61.19,2164.23,32.36,139.77,549.15
2025-10-28 13:52:26,STARLINK-2674,1.62,56.65,2528.8,34.98,142.78,549.57
2025-10-28 13:36:26,STARLINK-2635,3.05,186.17,2376.03,4.75,118.85,547.75
2025-10-28 13:37:26,STARLINK-2635,6.94,180.26,2031.83,7.77,120.89,547.49
2025-10-28 13:38:26,STARLINK-2635,11.37,171.91,1717.5,10.78,122.97,547.34
2025-10-28 13:39:26,STARLINK-2635,16.14,159.77,1454.35,13.77,125.09,547.27
2025-10-28 13:40:26,STARLINK-2635,20.31,142.55,1275.96,16.74,127.27,547.3
2025-10-28 13:41:26,STARLINK-2635,21.82,121.12,1221.06,19.67,129.52,547.42
2025-10-28 13:42:26,STARLINK-2635,19.58,100.3,1305.67,22.57,131.87,547.61
2025-10-28 13:43:26,STARLINK-2635,15.15,84.24,1506.29,25.42,134.33,547.86
2025-10-28 13:44:26,STARLINK-2635,10.41,73.09,1783.66,28.22,136.92,548.18
2025-10-28 13:45:26,STARLINK-2635,6.11,65.42,2106.9,30.96,139.66,548.54
2025-10-28 13:46:26,STARLINK-2635,2.31,59.98,2456.99,33.62,142.57,548.94
2025-10-28 13:30:26,STARLINK-2637,0.03,186.93,2689.71,1.96,118.28,548.11
2025-10-28 13:31:26,STARLINK-2637,3.43,181.97,2339.8,4.99,120.3,547.77
2025-10-28 13:32:26,STARLINK-2637,7.2,175.27,2011.88,8.01,122.35,547.54
2025-10-28 13:33:26,STARLINK-2637,11.32,165.95,1720.42,11.01,124.42,547.4
2025-10-28 13:34:26,STARLINK-2637,15.45,152.92,1488.63,14.0,126.55,547.36
2025-10-28 13:35:26,STARLINK-2637,18.5,135.6,1348.93,16.96,128.73,547.41
2025-10-28 13:36:26,STARLINK-2637,18.93,115.77,1331.42,19.9,131.0,547.54
2025-10-28 13:37:26,STARLINK-2637,16.48,97.46,1440.76,22.79,133.35,547.75
2025-10-28 13:38:26,STARLINK-2637,12.51,83.28,1651.7,25.64,135.82,548.02
2025-10-28 13:39:26,STARLINK-2637,8.33,73.11,1930.63,28.44,138.42,548.35
2025-10-28 13:40:26,STARLINK-2637,4.45,65.86,2251.63,31.17,141.17,548.73
2025-10-28 13:41:26,STARLINK-2637,0.96,60.57,2598.16,33.82,144.1,549.15
2025-10-28 15:09:26,STARLINK-2637,0.49,240.24,2642.91,12.39,101.15,547.37
2025-10-28 15:10:26,STARLINK-2637,4.26,243.82,2265.58,15.37,103.3,547.37
2025-10-28 15:11:26,STARLINK-2637,8.7,248.85,1900.74,18.32,105.52,547.46
2025-10-28 15:12:26,STARLINK-2637,14.13,256.32,1559.04,21.24,107.82,547.63
2025-10-28 15:13:26,STARLINK-2637,20.75,268.23,1261.22,24.11,110.23,547.87
2025-10-28 14:25:26,STARLINK-2636,3.05,215.65,2377.49,8.02,109.33,547.74
2025-10-28 14:26:26,STARLINK-2636,7.67,215.22,1976.45,11.03,111.41,547.6
2025-10-28 14:27:26,STARLINK-2636,13.71,214.51,1580.77,14.02,113.53,547.56
2025-10-28 14:28:26,STARLINK-2636,22.49,213.23,1198.17,16.98,115.72,547.61
2025-10-28 14:29:26,STARLINK-2636,37.31,210.2,849.1,19.91,117.98,547.74
2025-10-28 14:30:26,STARLINK-2636,65.3,196.37,598.14,22.8,120.34,547.94
2025-10-28 14:31:26,STARLINK-2636,67.49,62.53,589.45,25.65,122.81,548.21
2025-10-28 14:32:26,STARLINK-2636,38.58,46.55,830.67,28.45,125.41,548.53
2025-10-28 14:33:26,STARLINK-2636,23.22,43.35,1176.45,31.18,128.16,548.9
2025-10-28 14:34:26,STARLINK-2636,14.21,42.05,1557.78,33.84,131.08,549.31
2025-10-28 14:35:26,STARLINK-2636,8.06,41.39,1952.87,36.4,134.21,549.73
2025-10-28 14:36:26,STARLINK-2636,3.38,41.02,2353.6,38.87,137.56,550.17
2025-10-28 13:20:26,STARLINK-2624,2.71,175.13,2409.39,4.42,122.66,548.0
2025-10-28 13:21:26,STARLINK-2624,6.0,167.7,2109.49,7.44,124.7,547.75
2025-10-28 13:22:26,STARLINK-2624,9.35,157.88,1852.66,10.44,126.77,547.6
2025-10-28 13:23:26,STARLINK-2624,12.32,145.12,1660.45,13.44,128.88,547.54
2025-10-28 13:24:26,STARLINK-2624,14.13,129.61,1558.0,16.4,131.06,547.57
2025-10-28 13:25:26,STARLINK-2624,14.04,112.98,1563.67,19.34,133.31,547.68
2025-10-28 13:26:26,STARLINK-2624,12.09,97.7,1676.49,22.24,135.64,547.87
2025-10-28 13:27:26,STARLINK-2624,9.06,85.27,1876.96,25.1,138.09,548.13
2025-10-28 13:28:26,STARLINK-2624,5.72,75.75,2140.04,27.91,140.66,548.45
2025-10-28 13:29:26,STARLINK-2624,2.44,68.57,2444.81,30.65,143.38,548.81
2025-10-28 14:58:26,STARLINK-2624,2.03,235.2,2480.6,11.83,103.5,547.56
2025-10-28 14:59:26,STARLINK-2624,6.21,238.27,2094.47,14.81,105.64,547.54
2025-10-28 15:00:26,STARLINK-2624,11.38,242.76,1719.2,17.77,107.84,547.61
2025-10-28 15:01:26,STARLINK-2624,18.13,249.93,1365.83,20.69,110.13,547.76
2025-10-28 15:02:26,STARLINK-2624,27.19,262.76,1058.5,23.57,112.51,547.99
2025-10-28 15:03:26,STARLINK-2624,37.28,287.88,850.4,26.41,115.02,548.27
2025-10-28 15:04:26,STARLINK-2624,39.19,326.65,821.64,29.19,117.65,548.61
2025-10-28 15:05:26,STARLINK-2624,30.13,356.42,987.97,31.9,120.45,548.99
2025-10-28 15:06:26,STARLINK-2624,20.45,11.83,1274.63,34.53,123.43,549.41
2025-10-28 15:07:26,STARLINK-2624,13.13,20.19,1618.03,37.08,126.61,549.84
2025-10-28 15:08:26,STARLINK-2624,7.61,25.31,1987.92,39.51,130.03,550.28
2025-10-28 15:09:26,STARLINK-2624,3.21,28.77,2370.77,41.82,133.7,550.71
2025-10-28 13:14:26,STARLINK-2628,0.26,176.19,2664.45,2.09,122.44,548.24
2025-10-28 13:15:26,STARLINK-2628,3.25,169.72,2356.6,5.11,124.46,547.91
2025-10-28 13:16:26,STARLINK-2628,6.32,161.39,2083.42,8.13,126.5,547.67
2025-10-28 13:17:26,STARLINK-2628,9.22,150.68,1861.74,11.14,128.58,547.53
2025-10-28 13:18:26,STARLINK-2628,11.46,137.42,1712.88,14.12,130.71,547.49
2025-10-28 13:19:26,STARLINK-2628,12.38,122.31,1657.42,17.08,132.89,547.54
2025-10-28 13:20:26,STARLINK-2628,11.62,107.12,1704.89,20.02,135.16,547.66
2025-10-28 13:21:26,STARLINK-2628,9.47,93.67,1847.33,22.91,137.52,547.87
2025-10-28 13:22:26,STARLINK-2628,6.61,82.77,2064.83,25.76,140.0,548.14
2025-10-28 13:23:26,STARLINK-2628,3.55,74.3,2335.87,28.55,142.6,548.46
2025-10-28 13:24:26,STARLINK-2628,0.54,67.77,2643.23,31.28,145.36,548.83
2025-10-28 14:52:26,STARLINK-2628,0.19,231.15,2675.74,9.52,103.21,547.6
2025-10-28 14:53:26,STARLINK-2628,4.07,233.31,2282.2,12.52,105.31,547.51
2025-10-28 14:54:26,STARLINK-2628,8.78,236.38,1894.66,15.5,107.46,547.5
2025-10-28 14:55:26,STARLINK-2628,14.86,241.11,1519.84,18.44,109.68,547.59
2025-10-28 14:56:26,STARLINK-2628,23.3,249.29,1172.09,21.36,111.99,547.75
2025-10-28 14:57:26,STARLINK-2628,35.14,265.95,886.0,24.23,114.4,547.99
2025-10-28 14:58:26,STARLINK-2628,45.75,302.58,738.65,27.05,116.93,548.28
2025-10-28 14:59:26,STARLINK-2628,39.99,346.68,810.18,29.82,119.61,548.63
2025-10-28 15:00:26,STARLINK-2628,27.31,9.22,1056.72,32.51,122.44,549.02
2025-10-28 15:01:26,STARLINK-2628,17.7,19.66,1387.2,35.13,125.47,549.43
2025-10-28 15:02:26,STARLINK-2628,10.9,25.4,1753.82,37.65,128.7,549.87
2025-10-28 15:03:26,STARLINK-2628,5.78,29.03,2136.94,40.05,132.17,550.3
2025-10-28 15:04:26,STARLINK-2628,1.64,31.55,2527.85,42.33,135.91,550.73
2025-10-28 13:14:26,STARLINK-2622,10.27,112.7,1791.1,18.42,135.29,547.49
2025-10-28 13:15:26,STARLINK-2622,8.81,99.33,1894.06,21.34,137.6,547.66
2025-10-28 13:16:26,STARLINK-2622,6.46,87.95,2076.32,24.21,140.01,547.9
2025-10-28 13:17:26,STARLINK-2622,3.72,78.79,2318.75,27.03,142.54,548.2
2025-10-28 13:18:26,STARLINK-2622,0.9,71.57,2603.87,29.8,145.21,548.56
2025-10-28 14:47:26,STARLINK-2622,2.95,229.37,2388.03,10.89,105.54,547.43
2025-10-28 14:48:26,STARLINK-2622,7.45,231.54,1993.79,13.88,107.66,547.39
2025-10-28 14:49:26,STARLINK-2622,13.23,234.83,1607.89,16.84,109.84,547.43
2025-10-28 14:50:26,STARLINK-2622,21.29,240.4,1240.32,19.78,112.1,547.56
2025-10-28 14:51:26,STARLINK-2622,33.51,251.8,915.71,22.67,114.46,547.77
2025-10-28 14:52:26,STARLINK-2622,49.75,281.98,698.79,25.52,116.92,548.04
2025-10-28 14:53:26,STARLINK-2622,49.73,339.93,699.25,28.32,119.51,548.36
2025-10-28 14:54:26,STARLINK-2622,33.53,10.06,916.66,31.06,122.26,548.74
2025-10-28 14:55:26,STARLINK-2622,21.34,21.46,1241.22,33.72,125.18,549.15
2025-10-28 14:56:26,STARLINK-2622,13.29,27.08,1608.42,36.29,128.29,549.58
2025-10-28 14:57:26,STARLINK-2622,7.53,30.42,1993.75,38.76,131.63,550.02
2025-10-28 14:58:26,STARLINK-2622,3.04,32.67,2387.24,41.11,135.22,550.46
2025-10-28 14:41:26,STARLINK-2591,1.44,225.65,2540.9,8.98,105.57,547.6
2025-10-28 14:42:26,STARLINK-2591,5.64,227.03,2141.87,11.98,107.66,547.49
2025-10-28 14:43:26,STARLINK-2591,10.92,229.04,1747.68,14.96,109.81,547.47
2025-10-28 14:44:26,STARLINK-2591,18.14,232.3,1364.76,17.91,112.01,547.54
2025-10-28 14:45:26,STARLINK-2591,29.17,238.59,1008.38,20.83,114.31,547.7
2025-10-28 14:46:26,STARLINK-2591,47.36,255.34,721.39,23.71,116.7,547.92
2025-10-28 14:47:26,STARLINK-2591,62.31,317.86,612.5,26.54,119.2,548.21
2025-10-28 14:48:26,STARLINK-2591,43.66,9.69,762.56,29.32,121.85,548.55
2025-10-28 14:49:26,STARLINK-2591,26.92,23.4,1066.98,32.03,124.65,548.93
2025-10-28 14:50:26,STARLINK-2591,16.77,28.96,1429.54,34.66,127.64,549.34
2025-10-28 14:51:26,STARLINK-2591,9.98,31.98,1814.69,37.2,130.84,549.77
2025-10-28 14:52:26,STARLINK-2591,4.94,33.92,2209.48,39.63,134.26,550.2
2025-10-28 14:53:26,STARLINK-2591,0.88,35.31,2608.29,41.93,137.95,550.63
2025-10-28 13:52:26,STARLINK-2578,2.13,197.44,2468.0,4.68,114.82,547.89
2025-10-28 13:53:26,STARLINK-2578,6.24,193.69,2089.71,7.7,116.86,547.64
2025-10-28 13:54:26,STARLINK-2578,11.23,188.2,1726.28,10.71,118.94,547.49
2025-10-28 13:55:26,STARLINK-2578,17.5,179.57,1391.55,13.69,121.05,547.43
2025-10-28 13:56:26,STARLINK-2578,25.15,164.93,1113.78,16.66,123.23,547.47
2025-10-28 13:57:26,STARLINK-2578,31.95,140.18,946.22,19.6,125.49,547.58
2025-10-28 13:58:26,STARLINK-2578,31.79,108.64,950.03,22.49,127.83,547.77
2025-10-28 13:59:26,STARLINK-2578,24.88,84.33,1123.53,25.35,130.29,548.03
2025-10-28 14:00:26,STARLINK-2578,17.28,70.03,1404.79,28.15,132.88,548.35
2025-10-28 14:01:26,STARLINK-2578,11.07,61.61,1741.59,30.89,135.61,548.72
2025-10-28 14:02:26,STARLINK-2578,6.12,56.28,2106.51,33.55,138.52,549.11
2025-10-28 14:03:26,STARLINK-2578,2.04,52.66,2486.08,36.13,141.62,549.54
2025-10-28 14:24:26,STARLINK-2611,3.88,227.29,2299.97,10.98,106.61,547.59
2025-10-28 14:25:26,STARLINK-2611,8.65,229.17,1904.2,13.97,108.74,547.55
2025-10-28 14:26:26,STARLINK-2611,14.91,232.09,1516.95,16.93,110.92,547.6
2025-10-28 14:27:26,STARLINK-2611,24.01,237.25,1149.18,19.86,113.18,547.73
2025-10-28 14:28:26,STARLINK-2611,38.6,248.89,829.54,22.76,115.54,547.93
2025-10-28 14:29:26,STARLINK-2611,57.91,287.33,637.29,25.61,118.01,548.2
2025-10-28 14:30:26,STARLINK-2611,50.85,354.86,689.61,28.4,120.6,548.52
2025-10-28 14:31:26,STARLINK-2611,32.03,17.9,946.55,31.14,123.35,548.9
2025-10-28 14:32:26,STARLINK-2611,20.03,26.07,1290.53,33.79,126.28,549.3
2025-10-28 14:33:26,STARLINK-2611,12.29,30.16,1667.58,36.36,129.4,549.73
2025-10-28 14:34:26,STARLINK-2611,6.72,32.64,2058.48,38.83,132.74,550.17
2025-10-28 14:35:26,STARLINK-2611,2.35,34.35,2455.4,41.18,136.34,550.6
2025-10-28 13:29:26,STARLINK-2608,3.35,194.27,2347.48,5.46,116.16,547.8
2025-10-28 13:30:26,STARLINK-2608,7.63,189.69,1978.34,8.48,118.21,547.58
2025-10-28 13:31:26,STARLINK-2608,12.82,182.89,1629.82,11.48,120.29,547.46
2025-10-28 13:32:26,STARLINK-2608,19.17,172.15,1320.42,14.46,122.43,547.43
2025-10-28 13:33:26,STARLINK-2608,26.13,154.42,1085.99,17.42,124.62,547.49
2025-10-28 13:34:26,STARLINK-2608,30.25,127.8,983.08,20.35,126.9,547.63
2025-10-28 13:35:26,STARLINK-2608,27.45,99.88,1051.59,23.24,129.27,547.85
2025-10-28 13:36:26,STARLINK-2608,20.69,80.27,1263.82,26.08,131.76,548.13
2025-10-28 13:37:26,STARLINK-2608,14.12,68.37,1561.7,28.86,134.38,548.46
2025-10-28 13:38:26,STARLINK-2608,8.7,60.99,1904.62,31.58,137.16,548.84
2025-10-28 13:39:26,STARLINK-2608,4.25,56.1,2271.28,34.23,140.11,549.25
2025-10-28 13:40:26,STARLINK-2608,0.48,52.68,2650.71,36.78,143.27,549.68
2025-10-28 15:08:26,STARLINK-2608,0.69,250.54,2623.08,15.84,99.19,547.45
2025-10-28 15:09:26,STARLINK-2608,4.2,255.59,2272.3,18.78,101.42,547.55
2025-10-28 15:10:26,STARLINK-2608,8.14,262.46,1943.44,21.69,103.74,547.72
2025-10-28 15:11:26,STARLINK-2608,12.52,272.09,1651.21,24.56,106.16,547.97
2025-10-28 15:12:26,STARLINK-2608,16.95,285.76,1419.76,27.38,108.71,548.28
2025-10-28 15:13:26,STARLINK-2608,20.19,304.15,1283.37,30.13,111.4,548.63
2025-10-28 13:14:26,STARLINK-2643,12.14,68.33,1674.69,29.15,135.53,548.46
2025-10-28 13:15:26,STARLINK-2643,7.21,61.32,2017.53,31.86,138.32,548.84
2025-10-28 13:16:26,STARLINK-2643,3.07,56.54,2382.7,34.5,141.3,549.25
2025-10-28 14:45:26,STARLINK-2643,1.81,249.97,2503.9,16.14,100.28,547.42
2025-10-28 14:46:26,STARLINK-2643,5.54,255.26,2152.87,19.08,102.52,547.53
2025-10-28 14:47:26,STARLINK-2643,9.78,262.59,1825.7,21.99,104.85,547.71
2025-10-28 14:48:26,STARLINK-2643,14.52,273.12,1539.28,24.85,107.28,547.96
2025-10-28 14:49:26,STARLINK-2643,19.21,288.35,1321.68,27.66,109.84,548.27
2025-10-28 14:50:26,STARLINK-2643,22.16,308.72,1211.47,30.41,112.55,548.63
2025-10-28 14:51:26,STARLINK-2643,21.43,330.85,1237.95,33.09,115.42,549.03
2025-10-28 14:52:26,STARLINK-2643,17.57,349.43,1393.12,35.69,118.49,549.46
2025-10-28 14:53:26,STARLINK-2643,12.75,2.75,1640.24,38.18,121.78,549.89
2025-10-28 14:54:26,STARLINK-2643,8.19,11.95,1943.69,40.56,125.3,550.33
2025-10-28 14:55:26,STARLINK-2643,4.17,18.45,2280.08,42.81,129.1,550.77
2025-10-28 14:56:26,STARLINK-2643,0.63,23.25,2635.67,44.91,133.19,551.18
2025-10-28 14:11:26,STARLINK-2623,0.77,229.93,2611.68,9.6,103.95,547.59
2025-10-28 14:12:26,STARLINK-2623,4.79,231.97,2216.8,12.6,106.05,547.5
2025-10-28 14:13:26,STARLINK-2623,9.72,234.9,1827.92,15.57,108.21,547.5
2025-10-28 14:14:26,STARLINK-2623,16.22,239.5,1452.0,18.52,110.43,547.59
2025-10-28 14:15:26,STARLINK-2623,25.51,247.76,1104.54,21.43,112.74,547.76
2025-10-28 14:16:26,STARLINK-2623,38.95,265.86,824.47,24.3,115.16,548.0
2025-10-28 14:17:26,STARLINK-2623,49.68,308.84,699.65,27.12,117.69,548.3
2025-10-28 14:18:26,STARLINK-2623,40.28,354.13,806.11,29.89,120.37,548.65
2025-10-28 14:19:26,STARLINK-2623,26.56,13.72,1076.96,32.58,123.21,549.04
2025-10-28 14:20:26,STARLINK-2623,16.97,22.52,1420.31,35.19,126.24,549.46
2025-10-28 14:21:26,STARLINK-2623,10.29,27.38,1794.01,37.71,129.48,549.9
2025-10-28 14:22:26,STARLINK-2623,5.26,30.48,2181.38,40.11,132.96,550.34
2025-10-28 14:23:26,STARLINK-2623,1.19,32.66,2575.01,42.39,136.7,550.77
2025-10-28 14:33:26,STARLINK-2621,0.83,242.33,2606.05,13.24,100.96,547.27
2025-10-28 14:34:26,STARLINK-2621,4.61,246.29,2233.67,16.21,103.12,547.28
2025-10-28 14:35:26,STARLINK-2621,9.04,251.83,1876.03,19.15,105.37,547.37
2025-10-28 14:36:26,STARLINK-2621,14.39,260.05,1545.22,22.05,107.7,547.54
2025-10-28 14:37:26,STARLINK-2621,20.66,272.94,1264.15,24.91,110.14,547.78
2025-10-28 14:38:26,STARLINK-2621,26.62,293.22,1074.0,27.72,112.7,548.08
2025-10-28 14:39:26,STARLINK-2621,28.43,320.16,1027.28,30.47,115.41,548.43
2025-10-28 14:40:26,STARLINK-2621,24.3,344.88,1141.76,33.15,118.29,548.81
2025-10-28 14:41:26,STARLINK-2621,17.91,1.68,1377.34,35.74,121.36,549.22
2025-10-28 14:42:26,STARLINK-2621,12.02,12.27,1683.13,38.24,124.65,549.64
2025-10-28 14:43:26,STARLINK-2621,7.11,19.2,2026.6,40.62,128.18,550.07
2025-10-28 14:44:26,STARLINK-2621,3.0,24.03,2390.45,42.86,131.99,550.49
2025-10-28 14:28:26,STARLINK-2589,1.51,240.1,2534.83,12.93,101.98,547.63
2025-10-28 14:29:26,STARLINK-2589,5.47,243.87,2158.01,15.9,104.14,547.65
